#BUSCO_group	Status	Transcript	Bitscore	Length
BUSCOaEOG76QSZW	Duplicated	TRINITY_DN81530_c0_g1_i1	170.1	120
BUSCOaEOG7GJJT6	Complete	TRINITY_DN101606_c4_g2_i1	456.2	453
BUSCOaEOG7TFKPZ	Duplicated	TRINITY_DN92474_c0_g1_i2	1213.4	661
BUSCOaEOG7G52VM	Complete	TRINITY_DN91685_c4_g1_i2	666.5	403
BUSCOaEOG7SRH1M	Duplicated	TRINITY_DN92974_c2_g1_i1	841.7	430
BUSCOaEOG7X9TNV	Duplicated	TRINITY_DN90873_c0_g1_i3	432.0	360
BUSCOaEOG7ZSW8F	Duplicated	TRINITY_DN94700_c1_g1_i1	143.7	157
BUSCOaEOG7097FF	Fragmented	TRINITY_DN68688_c0_g2_i1	210.9	159
BUSCOaEOG7SJRJQ	Fragmented	TRINITY_DN70803_c0_g1_i1	650.2	332
BUSCOaEOG7ZH8JM	Complete	TRINITY_DN71502_c0_g1_i1	247.3	188
BUSCOaEOG7P65F5	Fragmented	TRINITY_DN91878_c0_g1_i3	368.9	294
BUSCOaEOG7BWBZP	Duplicated	TRINITY_DN99779_c8_g1_i2	595.0	515
BUSCOaEOG7PW857	Complete	TRINITY_DN92395_c1_g1_i1	151.3	128
BUSCOaEOG7BPMH0	Duplicated	TRINITY_DN51098_c0_g1_i1	864.7	389
BUSCOaEOG7Q30MD	Complete	TRINITY_DN90029_c9_g1_i1	264.1	230
BUSCOaEOG7H7NG8	Fragmented	TRINITY_DN42222_c1_g1_i1	368.2	151
BUSCOaEOG7XX22M	Duplicated	TRINITY_DN93862_c0_g2_i2	212.8	700
BUSCOaEOG7V7JN3	Duplicated	TRINITY_DN101618_c1_g1_i3	539.1	295
BUSCOaEOG75FGV6	Complete	TRINITY_DN93645_c6_g1_i4	371.2	331
BUSCOaEOG7N0QMM	Fragmented	TRINITY_DN86738_c1_g1_i1	306.6	346
BUSCOaEOG703GWS	Duplicated	TRINITY_DN92692_c0_g1_i1	1444.3	867
BUSCOaEOG7B6898	Duplicated	TRINITY_DN91628_c2_g1_i4	619.4	321
BUSCOaEOG7ZWRH0	Complete	TRINITY_DN99654_c2_g2_i9	225.1	223
BUSCOaEOG7RG5XG	Duplicated	TRINITY_DN89218_c0_g1_i3	128.5	218
BUSCOaEOG7P65G3	Duplicated	TRINITY_DN54470_c22_g1_i1	338.1	152
BUSCOaEOG7J4GNH	Duplicated	TRINITY_DN92423_c7_g1_i5	511.7	384
BUSCOaEOG7W4CTH	Duplicated	TRINITY_DN89914_c0_g1_i1	228.5	139
BUSCOaEOG7W4CSG	Duplicated	TRINITY_DN100923_c4_g3_i3	520.1	312
BUSCOaEOG7RC9RB	Duplicated	TRINITY_DN54544_c6_g1_i1	177.8	108
BUSCOaEOG799F5R	Duplicated	TRINITY_DN89279_c5_g1_i3	292.2	169
BUSCOaEOG76BB02	Complete	TRINITY_DN58517_c1_g1_i1	735.1	404
BUSCOaEOG7VN1KH	Complete	TRINITY_DN54439_c16_g1_i1	652.2	473
BUSCOaEOG7KT8QP	Complete	TRINITY_DN53696_c2_g1_i1	348.5	351
BUSCOaEOG7MQ3VH	Complete	TRINITY_DN93827_c1_g1_i2	388.7	477
BUSCOaEOG725RZ8	Duplicated	TRINITY_DN67608_c0_g1_i1	311.3	470
BUSCOaEOG79M1WW	Fragmented	TRINITY_DN92768_c0_g1_i1	112.2	117
BUSCOaEOG7HN4F2	Fragmented	TRINITY_DN27428_c0_g1_i1	268.3	382
BUSCOaEOG7ZDD8F	Complete	TRINITY_DN90685_c2_g1_i3	1151.4	922
BUSCOaEOG7K19S2	Duplicated	TRINITY_DN102033_c3_g2_i3	1199.7	887
BUSCOaEOG7PCWZ6	Duplicated	TRINITY_DN93474_c2_g1_i2	229.9	308
BUSCOaEOG7FC3ZW	Complete	TRINITY_DN79875_c0_g1_i1	330.8	232
BUSCOaEOG706C4S	Fragmented	TRINITY_DN51017_c0_g1_i1	1155.2	671
BUSCOaEOG7S2DD0	Complete	TRINITY_DN61603_c0_g1_i1	286.1	259
BUSCOaEOG7D2SVM	Duplicated	TRINITY_DN100631_c5_g1_i2	237.6	308
BUSCOaEOG7HN4GQ	Duplicated	TRINITY_DN52238_c1_g1_i1	199.9	168
BUSCOaEOG7DRWH9	Fragmented	TRINITY_DN93142_c2_g3_i1	300.9	397
BUSCOaEOG7VF93Q	Complete	TRINITY_DN88586_c1_g1_i3	581.7	355
BUSCOaEOG7HJ880	Duplicated	TRINITY_DN54357_c7_g1_i1	168.4	148
BUSCOaEOG7WMQZB	Complete	TRINITY_DN54509_c44_g1_i1	1039.1	681
BUSCOaEOG7CP9XF	Duplicated	TRINITY_DN50831_c0_g1_i1	241.9	175
BUSCOaEOG7WXBPM	Duplicated	TRINITY_DN49262_c0_g1_i1	769.5	492
BUSCOaEOG7FJVFJ	Duplicated	TRINITY_DN100485_c3_g1_i1	280.7	230
BUSCOaEOG771DP2	Complete	TRINITY_DN24173_c0_g1_i1	309.5	245
BUSCOaEOG732M2X	Duplicated	TRINITY_DN92705_c4_g2_i1	1092.5	634
BUSCOaEOG793PQ3	Duplicated	TRINITY_DN102308_c2_g2_i1	264.1	127
BUSCOaEOG77DWMB	Complete	TRINITY_DN54484_c14_g1_i1	705.6	367
BUSCOaEOG76QT03	Duplicated	TRINITY_DN88755_c5_g1_i3	198.1	151
BUSCOaEOG7SZ7HN	Duplicated	TRINITY_DN89189_c2_g1_i1	473.3	396
BUSCOaEOG7CP9X0	Duplicated	TRINITY_DN91455_c8_g1_i2	425.0	191
BUSCOaEOG71GP8P	Fragmented	TRINITY_DN101558_c4_g1_i2	492.2	346
BUSCOaEOG7QCM9C	Duplicated	TRINITY_DN96406_c1_g1_i4	633.4	407
BUSCOaEOG793PNP	Fragmented	TRINITY_DN95824_c0_g1_i1	727.8	474
BUSCOaEOG7HFCZW	Duplicated	TRINITY_DN93907_c7_g1_i2	222.2	301
BUSCOaEOG7X9TN4	Complete	TRINITY_DN44206_c0_g1_i1	873.2	476
BUSCOaEOG7WXBPX	Complete	TRINITY_DN54608_c5_g1_i1	197.1	152
BUSCOaEOG7Q30M6	Duplicated	TRINITY_DN92096_c0_g1_i2	355.6	311
BUSCOaEOG7RG5ZF	Duplicated	TRINITY_DN100234_c8_g1_i2	363.7	225
BUSCOaEOG75FGT3	Duplicated	TRINITY_DN93797_c0_g2_i3	527.4	583
BUSCOaEOG75JC28	Fragmented	TRINITY_DN67751_c0_g1_i1	193.6	334
BUSCOaEOG72CHFF	Duplicated	TRINITY_DN98796_c5_g2_i6	527.5	344
BUSCOaEOG70D3NQ	Complete	TRINITY_DN52068_c0_g1_i1	159.5	261
BUSCOaEOG7RC9QT	Duplicated	TRINITY_DN92158_c9_g2_i7	171.4	146
BUSCOaEOG7DRWH9	Fragmented	TRINITY_DN54722_c0_g1_i1	402.3	244
BUSCOaEOG79SSCF	Duplicated	TRINITY_DN54347_c9_g1_i1	287.1	179
BUSCOaEOG7K461S	Complete	TRINITY_DN99072_c0_g1_i1	353.4	227
BUSCOaEOG79SSB6	Complete	TRINITY_DN90884_c4_g1_i3	211.0	442
BUSCOaEOG771DMV	Duplicated	TRINITY_DN92049_c0_g1_i9	884.4	850
BUSCOaEOG7ZSW6Z	Duplicated	TRINITY_DN100316_c0_g2_i2	862.5	618
BUSCOaEOG796JZH	Duplicated	TRINITY_DN88193_c0_g1_i1	137.1	125
BUSCOaEOG7KX4Z8	Duplicated	TRINITY_DN93318_c3_g2_i2	462.1	334
BUSCOaEOG732M3X	Duplicated	TRINITY_DN91570_c2_g1_i4	349.9	200
BUSCOaEOG7M9MWR	Complete	TRINITY_DN61350_c0_g1_i1	667.2	378
BUSCOaEOG7W4CRQ	Complete	TRINITY_DN54356_c2_g1_i1	1167.0	755
BUSCOaEOG74Z4NV	Complete	TRINITY_DN54497_c12_g1_i1	279.9	256
BUSCOaEOG7BKR8Q	Duplicated	TRINITY_DN101427_c3_g1_i3	263.4	234
BUSCOaEOG7ZWRGC	Complete	TRINITY_DN100648_c0_g1_i1	629.3	315
BUSCOaEOG7J1MDW	Fragmented	TRINITY_DN54511_c17_g1_i1	33.7	94
BUSCOaEOG77HRTK	Fragmented	TRINITY_DN97952_c1_g2_i1	652.6	464
BUSCOaEOG78MBG3	Complete	TRINITY_DN83797_c0_g1_i1	1091.9	519
BUSCOaEOG7GZ1SC	Complete	TRINITY_DN14785_c0_g1_i1	323.6	333
BUSCOaEOG764KHV	Complete	TRINITY_DN90877_c0_g1_i1	216.7	242
BUSCOaEOG7G26MS	Complete	TRINITY_DN54488_c4_g1_i1	543.0	401
BUSCOaEOG7ZSW8B	Duplicated	TRINITY_DN90861_c1_g3_i8	230.4	228
BUSCOaEOG79SSB2	Fragmented	TRINITY_DN88425_c0_g1_i1	257.4	252
BUSCOaEOG7MWVCB	Duplicated	TRINITY_DN44605_c0_g1_i1	343.4	188
BUSCOaEOG7GBTCD	Duplicated	TRINITY_DN54499_c3_g1_i1	351.4	248
BUSCOaEOG7GBTC1	Duplicated	TRINITY_DN89043_c0_g2_i2	303.3	204
BUSCOaEOG7455R7	Complete	TRINITY_DN86133_c1_g2_i1	242.7	183
BUSCOaEOG7ND6JC	Duplicated	TRINITY_DN71364_c0_g1_i1	372.5	245
BUSCOaEOG79WNK4	Duplicated	TRINITY_DN90806_c0_g1_i1	774.4	688
BUSCOaEOG7SFW9J	Duplicated	TRINITY_DN100362_c5_g3_i5	1118.2	708
BUSCOaEOG7GFPK7	Duplicated	TRINITY_DN82115_c0_g1_i1	420.2	455
BUSCOaEOG76F675	Duplicated	TRINITY_DN92893_c1_g1_i3	361.6	265
BUSCOaEOG7201GX	Fragmented	TRINITY_DN92714_c0_g1_i1	143.5	116
BUSCOaEOG7MQ3TT	Fragmented	TRINITY_DN82878_c1_g1_i2	643.3	586
BUSCOaEOG757RB0	Duplicated	TRINITY_DN101308_c1_g1_i1	2256.7	1334
BUSCOaEOG7RZJ58	Complete	TRINITY_DN54805_c0_g1_i1	439.3	354
BUSCOaEOG7SJRM2	Complete	TRINITY_DN87778_c1_g1_i1	274.3	210
BUSCOaEOG7Z0X9C	Complete	TRINITY_DN93703_c1_g1_i3	495.5	561
BUSCOaEOG7M116C	Duplicated	TRINITY_DN54406_c21_g1_i1	348.5	367
BUSCOaEOG7PGS5W	Duplicated	TRINITY_DN93088_c6_g1_i1	319.7	202
BUSCOaEOG7QGGJP	Fragmented	TRINITY_DN54413_c2_g1_i1	358.0	404
BUSCOaEOG79H5MB	Complete	TRINITY_DN90367_c1_g1_i2	1020.8	526
BUSCOaEOG7ZM4S4	Duplicated	TRINITY_DN51135_c0_g1_i1	366.2	251
BUSCOaEOG78T2Z2	Fragmented	TRINITY_DN49345_c0_g1_i1	375.9	251
BUSCOaEOG7HBHR1	Duplicated	TRINITY_DN93354_c1_g1_i9	463.8	444
BUSCOaEOG7F5CHG	Duplicated	TRINITY_DN92769_c0_g1_i1	199.2	138
BUSCOaEOG7GZ1SV	Duplicated	TRINITY_DN22707_c0_g1_i1	253.6	181
BUSCOaEOG79D9CS	Fragmented	TRINITY_DN93393_c0_g7_i2	485.3	496
BUSCOaEOG7GZ1S7	Duplicated	TRINITY_DN100443_c4_g5_i4	465.4	370
BUSCOaEOG7DP19S	Complete	TRINITY_DN79288_c0_g2_i1	193.5	256
BUSCOaEOG7BKR85	Fragmented	TRINITY_DN93853_c0_g1_i2	195.1	325
BUSCOaEOG77DWNK	Complete	TRINITY_DN54617_c19_g1_i1	338.8	209
BUSCOaEOG75R3J2	Fragmented	TRINITY_DN102182_c5_g1_i4	309.8	603
BUSCOaEOG7ZWRGW	Complete	TRINITY_DN89333_c0_g1_i1	314.6	201
BUSCOaEOG73JZB0	Duplicated	TRINITY_DN92528_c2_g1_i2	199.1	126
BUSCOaEOG73JZB1	Duplicated	TRINITY_DN2805_c0_g1_i1	217.9	139
BUSCOaEOG7B94JJ	Complete	TRINITY_DN68084_c0_g1_i1	580.3	325
BUSCOaEOG7JXFJW	Complete	TRINITY_DN54509_c11_g1_i1	379.2	472
BUSCOaEOG7FVG4R	Complete	TRINITY_DN92120_c0_g1_i2	894.7	485
BUSCOaEOG7DG8T9	Duplicated	TRINITY_DN101900_c0_g1_i1	266.7	219
BUSCOaEOG7DP184	Fragmented	TRINITY_DN48552_c1_g1_i1	329.1	402
BUSCOaEOG7S84VP	Complete	TRINITY_DN33266_c0_g1_i1	542.6	268
BUSCOaEOG7J1MDX	Duplicated	TRINITY_DN91301_c6_g5_i5	264.7	213
BUSCOaEOG7X6ZD4	Complete	TRINITY_DN91483_c0_g1_i1	1112.6	595
BUSCOaEOG7QGGJB	Duplicated	TRINITY_DN93573_c0_g1_i10	419.5	411
BUSCOaEOG7Z6NT2	Duplicated	TRINITY_DN54371_c16_g1_i1	424.5	289
BUSCOaEOG7QVZGJ	Fragmented	TRINITY_DN55410_c0_g1_i1	763.4	354
BUSCOaEOG7RC9RB	Duplicated	TRINITY_DN91328_c1_g2_i1	176.4	108
BUSCOaEOG7JMTTH	Duplicated	TRINITY_DN100491_c3_g1_i3	360.3	496
BUSCOaEOG7GFPM7	Duplicated	TRINITY_DN92745_c0_g2_i1	219.4	153
BUSCOaEOG7VBDVW	Duplicated	TRINITY_DN88172_c3_g1_i1	531.4	325
BUSCOaEOG7ZM4R7	Complete	TRINITY_DN90714_c0_g1_i2	658.9	481
BUSCOaEOG7R5K75	Duplicated	TRINITY_DN93583_c7_g1_i3	245.0	316
BUSCOaEOG71S91S	Duplicated	TRINITY_DN97596_c0_g1_i1	143.4	99
BUSCOaEOG71S8ZG	Fragmented	TRINITY_DN90769_c0_g1_i2	871.5	570
BUSCOaEOG7FRKXM	Duplicated	TRINITY_DN3189_c0_g1_i1	180.6	408
BUSCOaEOG7CP9X6	Fragmented	TRINITY_DN67832_c0_g1_i1	257.4	134
BUSCOaEOG7DP18V	Complete	TRINITY_DN97133_c0_g1_i6	483.1	444
BUSCOaEOG7FRKW6	Fragmented	TRINITY_DN99319_c1_g1_i4	617.9	453
BUSCOaEOG7KDSS4	Complete	TRINITY_DN42133_c0_g1_i1	273.1	190
BUSCOaEOG7GJJSP	Fragmented	TRINITY_DN84743_c0_g1_i1	694.2	518
BUSCOaEOG7T500R	Complete	TRINITY_DN54549_c7_g1_i1	422.8	377
BUSCOaEOG70KV3D	Duplicated	TRINITY_DN93426_c1_g2_i2	1618.9	906
BUSCOaEOG722WQC	Duplicated	TRINITY_DN53129_c2_g1_i1	108.6	173
BUSCOaEOG73VK06	Fragmented	TRINITY_DN102384_c3_g1_i4	508.8	550
BUSCOaEOG7MM7MZ	Complete	TRINITY_DN90826_c0_g1_i1	405.0	314
BUSCOaEOG725RX8	Complete	TRINITY_DN83463_c2_g1_i1	526.0	316
BUSCOaEOG7TXXWV	Duplicated	TRINITY_DN52698_c2_g1_i1	905.5	456
BUSCOaEOG7Z0XBF	Duplicated	TRINITY_DN102234_c1_g1_i5	376.0	237
BUSCOaEOG7RC9Q6	Duplicated	TRINITY_DN99911_c2_g1_i3	586.9	532
BUSCOaEOG754W4B	Duplicated	TRINITY_DN55121_c0_g1_i1	460.8	249
BUSCOaEOG78MBJ5	Complete	TRINITY_DN58574_c0_g1_i1	127.1	76
BUSCOaEOG7CP9WV	Duplicated	TRINITY_DN88455_c0_g2_i1	287.8	303
BUSCOaEOG7DK51V	Duplicated	TRINITY_DN93990_c4_g1_i2	808.9	464
BUSCOaEOG7F2H7W	Duplicated	TRINITY_DN74192_c0_g1_i1	268.7	237
BUSCOaEOG7DG8S4	Fragmented	TRINITY_DN51749_c0_g1_i1	1109.7	664
BUSCOaEOG7WXBP6	Duplicated	TRINITY_DN101781_c2_g1_i1	870.4	829
BUSCOaEOG7QCMB9	Duplicated	TRINITY_DN90871_c1_g1_i5	365.0	238
BUSCOaEOG7T23RD	Complete	TRINITY_DN91943_c0_g1_i1	802.4	486
BUSCOaEOG74BX7H	Duplicated	TRINITY_DN101887_c9_g3_i4	250.8	164
BUSCOaEOG75FGT3	Duplicated	TRINITY_DN86213_c0_g2_i2	733.9	736
BUSCOaEOG75FGT0	Fragmented	TRINITY_DN93788_c4_g1_i4	344.6	216
BUSCOaEOG70KV4Q	Duplicated	TRINITY_DN92913_c2_g1_i1	235.6	218
BUSCOaEOG732M3J	Fragmented	TRINITY_DN100999_c4_g7_i1	471.9	256
BUSCOaEOG7JMTTQ	Complete	TRINITY_DN90996_c0_g1_i2	586.2	457
BUSCOaEOG703GZ4	Duplicated	TRINITY_DN92559_c0_g1_i3	247.0	175
BUSCOaEOG738BKV	Duplicated	TRINITY_DN54512_c23_g1_i1	333.4	316
BUSCOaEOG7WXBPJ	Duplicated	TRINITY_DN97526_c0_g1_i7	575.1	579
BUSCOaEOG7DZN05	Duplicated	TRINITY_DN100898_c6_g1_i1	383.2	378
BUSCOaEOG7DRWJ5	Complete	TRINITY_DN54632_c5_g1_i1	288.7	235
BUSCOaEOG75BMMR	Fragmented	TRINITY_DN89637_c0_g1_i2	188.6	194
BUSCOaEOG710B2R	Fragmented	TRINITY_DN85793_c0_g1_i1	65.8	132
BUSCOaEOG77HRV7	Fragmented	TRINITY_DN99959_c7_g1_i5	320.8	203
BUSCOaEOG77MN2R	Complete	TRINITY_DN54495_c4_g1_i1	972.6	568
BUSCOaEOG796JWD	Complete	TRINITY_DN52059_c0_g1_i1	1257.4	741
BUSCOaEOG7429HH	Complete	TRINITY_DN86287_c1_g1_i1	328.9	202
BUSCOaEOG7JF3CN	Duplicated	TRINITY_DN93503_c0_g3_i5	206.1	204
BUSCOaEOG7C33GD	Duplicated	TRINITY_DN101874_c2_g2_i8	237.2	377
BUSCOaEOG72P45Q	Duplicated	TRINITY_DN88703_c0_g2_i1	240.1	123
BUSCOaEOG7MT03B	Duplicated	TRINITY_DN54432_c4_g2_i1	434.8	387
BUSCOaEOG78MBJ3	Duplicated	TRINITY_DN101769_c1_g3_i1	127.3	126
BUSCOaEOG7JTK98	Complete	TRINITY_DN92418_c3_g1_i2	779.9	506
BUSCOaEOG7FNQNH	Complete	TRINITY_DN87985_c0_g1_i3	968.7	653
BUSCOaEOG7HTVXV	Complete	TRINITY_DN85062_c0_g1_i1	350.5	206
BUSCOaEOG7PW83Z	Fragmented	TRINITY_DN87305_c0_g1_i1	242.6	190
BUSCOaEOG732M3J	Fragmented	TRINITY_DN49963_c0_g1_i1	563.6	335
BUSCOaEOG7B0HST	Fragmented	TRINITY_DN52077_c1_g1_i1	1781.9	1026
BUSCOaEOG7162HW	Fragmented	TRINITY_DN38495_c0_g1_i1	108.6	104
BUSCOaEOG7DK511	Complete	TRINITY_DN90574_c0_g1_i1	874.8	573
BUSCOaEOG7X16ZV	Fragmented	TRINITY_DN58652_c0_g2_i1	181.9	150
BUSCOaEOG76MXPT	Complete	TRINITY_DN54360_c16_g1_i1	645.9	360
BUSCOaEOG796JZ6	Complete	TRINITY_DN55063_c0_g1_i1	68.5	148
