#BUSCO_group	Status	Transcript	Bitscore	Length
BUSCOaEOG7X435K	Complete	55097_	608.7	340
BUSCOaEOG7N0QMM	Fragmented	60362_	467.2	252
BUSCOaEOG7B6898	Duplicated	80731_	661.8	333
BUSCOaEOG7GFPKB	Duplicated	64784_	239.1	226
BUSCOaEOG7RG5XG	Duplicated	65921_	145.8	444
BUSCOaEOG7P65G3	Duplicated	47108_	337.6	152
BUSCOaEOG7J4GNH	Duplicated	52782_	511.7	384
BUSCOaEOG7XX22M	Duplicated	85649_	494.3	1951
BUSCOaEOG7W4CSG	Duplicated	89503_	518.8	312
BUSCOaEOG7RC9RB	Duplicated	63095_	176.7	108
BUSCOaEOG7VN1KH	Complete	46245_	652.2	473
BUSCOaEOG7KT8QP	Complete	7400_	348.5	351
BUSCOaEOG7HN4F2	Fragmented	27999_	268.3	382
BUSCOaEOG7ZDD8F	Complete	70971_	1151.4	922
BUSCOaEOG75JC1V	Complete	22171_	1473.6	719
BUSCOaEOG7PCWZ6	Complete	51593_	229.9	308
BUSCOaEOG7S2DD0	Complete	8951_	286.1	259
BUSCOaEOG7D2SVM	Duplicated	98129_	260.6	311
BUSCOaEOG7HN4GQ	Duplicated	113_	183.3	168
BUSCOaEOG7DRWH9	Fragmented	88664_	300.9	397
BUSCOaEOG7VF93Q	Complete	82882_	581.7	355
BUSCOaEOG7HJ880	Complete	109761_	164.5	137
BUSCOaEOG7CP9XF	Duplicated	19994_	188.5	178
BUSCOaEOG7WXBPM	Duplicated	16600_	769.5	492
BUSCOaEOG771DP2	Complete	40211_	309.5	245
BUSCOaEOG732M2X	Duplicated	49620_	1092.7	634
BUSCOaEOG793PQ3	Duplicated	90443_	196.9	103
BUSCOaEOG77DWMB	Complete	47156_	705.6	367
BUSCOaEOG76QT03	Duplicated	81776_	198.1	151
BUSCOaEOG7SZ7HN	Duplicated	80013_	506.5	428
BUSCOaEOG7CP9X0	Duplicated	46244_	425.5	191
BUSCOaEOG7SFWBP	Complete	1553_	288.5	160
BUSCOaEOG7HFCZW	Duplicated	63603_	485.5	322
BUSCOaEOG7X9TN4	Complete	10626_	873.2	476
BUSCOaEOG7WXBPX	Complete	31588_	197.1	152
BUSCOaEOG7Q30M6	Duplicated	79377_	355.6	311
BUSCOaEOG75FGT3	Duplicated	114615_	527.4	583
BUSCOaEOG75JC28	Fragmented	23116_	193.6	334
BUSCOaEOG72CHFF	Duplicated	107782_	526.5	336
BUSCOaEOG70D3NQ	Complete	39413_	159.5	261
BUSCOaEOG7RC9QT	Duplicated	59519_	169.3	145
BUSCOaEOG7DRWH9	Fragmented	39283_	402.3	244
BUSCOaEOG79SSCF	Duplicated	3475_	287.1	179
BUSCOaEOG74V8CC	Complete	88055_	2041.4	1120
BUSCOaEOG7K461S	Complete	112826_	353.4	227
BUSCOaEOG79SSB6	Complete	51859_	211.0	442
BUSCOaEOG71PDRF	Complete	100834_	731.8	387
BUSCOaEOG71PDQQ	Complete	13837_	118.7	335
BUSCOaEOG771DMV	Duplicated	79104_	868.5	839
BUSCOaEOG7ZSW6Z	Duplicated	93048_	851.4	618
BUSCOaEOG796JZH	Complete	87680_	160.8	137
BUSCOaEOG77DWN1	Complete	62798_	317.1	215
BUSCOaEOG732M3X	Duplicated	64351_	349.7	200
BUSCOaEOG7JF3BH	Complete	74922_	903.5	493
BUSCOaEOG7M9MWR	Complete	45235_	667.2	378
BUSCOaEOG7W4CRQ	Complete	3932_	1167.0	755
BUSCOaEOG74Z4NV	Complete	45507_	279.9	256
BUSCOaEOG7BKR8Q	Duplicated	97580_	263.4	234
BUSCOaEOG77HRTK	Fragmented	113418_	652.6	464
BUSCOaEOG78MBG3	Complete	58571_	1091.9	519
BUSCOaEOG7GZ1SC	Complete	33195_	323.6	333
BUSCOaEOG764KHV	Complete	51940_	216.7	242
BUSCOaEOG7G26MS	Complete	47800_	543.0	401
BUSCOaEOG7P91P3	Complete	112798_	863.8	417
BUSCOaEOG7ZSW8B	Duplicated	51886_	232.9	249
BUSCOaEOG79SSB2	Fragmented	105427_	257.4	252
BUSCOaEOG7MWVCB	Duplicated	39985_	145.0	164
BUSCOaEOG7GBTC1	Duplicated	71252_	303.3	204
BUSCOaEOG7455R7	Complete	67409_	242.7	183
BUSCOaEOG7ND6JC	Duplicated	33941_	372.5	245
BUSCOaEOG79WNK4	Duplicated	51873_	774.4	688
BUSCOaEOG7GFPK7	Duplicated	79688_	392.2	455
BUSCOaEOG76F675	Duplicated	58694_	361.6	265
BUSCOaEOG7MQ3TT	Fragmented	66880_	643.3	586
BUSCOaEOG757RB0	Duplicated	95849_	2237.1	1334
BUSCOaEOG7RZJ58	Complete	21426_	439.3	354
BUSCOaEOG7SJRM2	Complete	83789_	274.3	210
BUSCOaEOG7M116C	Duplicated	47289_	348.5	367
BUSCOaEOG79H5MB	Complete	58344_	1020.8	526
BUSCOaEOG7ZM4S4	Duplicated	7276_	357.6	251
BUSCOaEOG78T2Z2	Fragmented	44699_	375.9	251
BUSCOaEOG7HBHR1	Duplicated	73808_	463.8	444
BUSCOaEOG7F5CHG	Duplicated	90322_	199.2	138
BUSCOaEOG7D5P2P	Duplicated	49740_	538.4	571
BUSCOaEOG7GZ1SV	Complete	76430_	253.6	181
BUSCOaEOG7N0QJN	Complete	35502_	377.3	341
BUSCOaEOG79D9CS	Fragmented	73733_	485.5	496
BUSCOaEOG7T23SX	Duplicated	59285_	93.3	101
BUSCOaEOG7GZ1S7	Duplicated	100297_	472.7	373
BUSCOaEOG7R8FFC	Complete	33191_	767.6	1097
BUSCOaEOG7BKR85	Fragmented	101310_	195.1	325
BUSCOaEOG77DWNK	Complete	31114_	338.8	209
BUSCOaEOG75R3J2	Fragmented	91504_	308.4	603
BUSCOaEOG718XT6	Fragmented	111547_	412.5	256
BUSCOaEOG7ZWRGW	Complete	114850_	314.6	201
BUSCOaEOG73JZB0	Duplicated	60758_	199.6	126
BUSCOaEOG73JZB1	Duplicated	19395_	217.9	139
BUSCOaEOG7B94JJ	Complete	12295_	580.3	325
BUSCOaEOG7FVG4R	Complete	59485_	894.7	485
BUSCOaEOG7DG8T9	Duplicated	92029_	265.8	219
BUSCOaEOG7DP184	Fragmented	599_	329.1	402
BUSCOaEOG7J1MDX	Duplicated	62837_	264.7	213
BUSCOaEOG7X6ZD4	Complete	57598_	1112.6	595
BUSCOaEOG7QGGJB	Duplicated	87079_	391.0	324
BUSCOaEOG7Z6NT2	Complete	78134_	424.5	289
BUSCOaEOG7B3D22	Duplicated	97479_	222.5	412
BUSCOaEOG7RC9RB	Duplicated	63093_	177.7	136
BUSCOaEOG7JMTTH	Duplicated	100359_	360.3	496
BUSCOaEOG7GFPM7	Duplicated	101077_	209.8	148
BUSCOaEOG7VBDVW	Duplicated	87605_	531.4	325
BUSCOaEOG7R5K75	Duplicated	94261_	245.0	316
BUSCOaEOG7WF0GR	Fragmented	52200_	705.7	408
BUSCOaEOG74FSDV	Complete	105233_	528.3	923
BUSCOaEOG7P3962	Fragmented	100732_	624.6	401
BUSCOaEOG71S91S	Duplicated	108051_	143.4	99
BUSCOaEOG7P91NT	Fragmented	77468_	381.5	347
BUSCOaEOG7FRKXM	Duplicated	24261_	180.6	408
BUSCOaEOG7CP9X6	Fragmented	11721_	257.4	134
BUSCOaEOG7FRKW6	Fragmented	109705_	706.8	516
BUSCOaEOG7GJJSP	Fragmented	78408_	1146.4	575
BUSCOaEOG7T500R	Complete	35281_	422.8	377
BUSCOaEOG70KV3D	Duplicated	77920_	1618.2	906
BUSCOaEOG722WQC	Duplicated	38213_	108.2	173
BUSCOaEOG7MM7MZ	Duplicated	52036_	405.0	314
BUSCOaEOG7Z0XBF	Duplicated	96265_	311.4	205
BUSCOaEOG7RC9Q6	Duplicated	109821_	629.3	613
BUSCOaEOG754W4B	Duplicated	15496_	460.8	249
BUSCOaEOG78MBJ5	Complete	11148_	127.1	76
BUSCOaEOG7CP9WV	Duplicated	61920_	287.8	303
BUSCOaEOG7DK51V	Duplicated	63582_	808.9	464
BUSCOaEOG7F2H7W	Duplicated	72208_	268.7	237
BUSCOaEOG7DG8S4	Fragmented	30267_	1109.7	664
BUSCOaEOG7PW84H	Duplicated	109310_	242.0	191
BUSCOaEOG7WXBP6	Duplicated	93908_	871.4	773
BUSCOaEOG7QCMB9	Duplicated	51942_	365.9	238
BUSCOaEOG74BX7H	Duplicated	69450_	250.5	163
BUSCOaEOG75FGT3	Duplicated	53774_	733.9	736
BUSCOaEOG75FGT0	Fragmented	85765_	381.4	279
BUSCOaEOG70KV4Q	Duplicated	72807_	235.6	218
BUSCOaEOG732M3J	Fragmented	89336_	471.9	256
BUSCOaEOG7JMTTQ	Complete	48943_	586.2	457
BUSCOaEOG703GZ4	Duplicated	89444_	245.2	175
BUSCOaEOG738BKV	Duplicated	94579_	335.1	316
BUSCOaEOG7WXBPJ	Duplicated	108035_	575.1	579
BUSCOaEOG7DZN05	Duplicated	92259_	383.2	378
BUSCOaEOG7DRWJ5	Complete	31444_	288.7	235
BUSCOaEOG7BKR7H	Fragmented	19550_	797.2	573
BUSCOaEOG75BMMR	Fragmented	64778_	188.6	194
BUSCOaEOG710B2R	Fragmented	71683_	65.8	132
BUSCOaEOG77HRV7	Fragmented	109962_	320.8	203
BUSCOaEOG77MN2R	Complete	46744_	972.6	568
BUSCOaEOG796JWD	Complete	39364_	1257.4	741
BUSCOaEOG7K9XJW	Fragmented	111329_	160.1	119
BUSCOaEOG7JF3CN	Duplicated	87239_	206.1	204
BUSCOaEOG7C33GD	Duplicated	91622_	243.5	381
BUSCOaEOG72P45Q	Duplicated	81831_	239.6	123
BUSCOaEOG7MT03B	Duplicated	47686_	434.8	387
BUSCOaEOG7JTK98	Complete	52848_	779.9	506
BUSCOaEOG74V8CD	Fragmented	63929_	1110.2	754
BUSCOaEOG7HTVXV	Complete	75670_	350.5	206
BUSCOaEOG732M3J	Fragmented	18068_	563.6	335
BUSCOaEOG7B0HST	Fragmented	39329_	1781.9	1026
BUSCOaEOG7162HW	Fragmented	24613_	123.8	71
BUSCOaEOG7X16ZV	Fragmented	56810_	181.9	150
BUSCOaEOG76MXPT	Complete	4524_	645.9	360
BUSCOaEOG796JZ6	Complete	30421_	68.5	148
BUSCOaEOG70GZX4	Complete	97380_	241.2	154
BUSCOaEOG72CHFV	Fragmented	46852_	294.4	424
BUSCOaEOG75BMM2	Fragmented	114713_	309.5	216
BUSCOaEOG7HN4FF	Fragmented	66596_	369.3	396
BUSCOaEOG74BX66	Complete	51639_	796.1	612
BUSCOaEOG7MHCCN	Complete	95698_	466.9	340
BUSCOaEOG7TV2P5	Complete	45573_	340.9	337
BUSCOaEOG7XHK5V	Complete	104611_	99.0	122
BUSCOaEOG7R5K75	Duplicated	87324_	240.0	283
BUSCOaEOG7Q04CM	Complete	86266_	347.5	179
BUSCOaEOG7Q8R38	Fragmented	61849_	419.8	480
BUSCOaEOG75JC25	Duplicated	96391_	997.8	590
BUSCOaEOG7S2DCD	Complete	4388_	700.6	435
BUSCOaEOG754W47	Complete	14095_	252.3	219
BUSCOaEOG7HJ887	Complete	93566_	142.8	216
BUSCOaEOG7JB74X	Complete	55307_	330.2	316
BUSCOaEOG7Q04CK	Duplicated	50227_	373.6	194
BUSCOaEOG757RB0	Duplicated	95851_	2255.4	1334
BUSCOaEOG78DM0G	Complete	74141_	518.5	773
BUSCOaEOG7T23SW	Complete	79822_	228.8	173
BUSCOaEOG7BGW2K	Duplicated	52662_	151.0	122
BUSCOaEOG7S84VV	Fragmented	85077_	200.7	219
BUSCOaEOG79WNK7	Fragmented	82498_	294.1	370
BUSCOaEOG7V4PD3	Fragmented	42998_	207.9	147
BUSCOaEOG76J2FQ	Fragmented	55020_	341.9	267
BUSCOaEOG7BPMH0	Duplicated	57725_	864.7	389
BUSCOaEOG7S84WM	Duplicated	58658_	271.3	222
BUSCOaEOG7SJRK2	Complete	67468_	493.8	461
BUSCOaEOG7ND6HT	Duplicated	54629_	607.7	525
BUSCOaEOG7DP187	Complete	92527_	388.4	495
BUSCOaEOG7BD0T9	Fragmented	86161_	121.1	104
BUSCOaEOG710B26	Fragmented	67771_	1150.7	632
BUSCOaEOG71GP7Q	Complete	50482_	1124.2	806
BUSCOaEOG7FZBCJ	Complete	58297_	841.4	474
BUSCOaEOG7S2DCQ	Duplicated	99931_	193.7	331
BUSCOaEOG7G52V2	Fragmented	3896_	245.1	282
BUSCOaEOG7RG5XN	Duplicated	56159_	535.1	482
BUSCOaEOG7QGGJP	Fragmented	49985_	358.0	404
BUSCOaEOG77QHBM	Fragmented	105826_	180.3	119
BUSCOaEOG71S90W	Duplicated	79262_	429.9	172
BUSCOaEOG7FZBDH	Duplicated	63304_	259.1	274
BUSCOaEOG7BKR83	Duplicated	83897_	547.8	377
BUSCOaEOG7S2DBW	Fragmented	114245_	322.4	238
BUSCOaEOG7MHCBW	Complete	73667_	1418.1	1002
BUSCOaEOG7KQDHK	Complete	10671_	94.7	90
BUSCOaEOG7QP716	Duplicated	97501_	996.9	617
BUSCOaEOG72P448	Complete	105239_	478.9	524
BUSCOaEOG7VBDVF	Duplicated	93298_	793.7	615
BUSCOaEOG70SKKC	Complete	99887_	694.5	399
BUSCOaEOG79H5NR	Duplicated	96207_	306.4	161
BUSCOaEOG7J1MDX	Duplicated	62834_	262.4	213
BUSCOaEOG7GJJT6	Complete	94347_	456.2	453
BUSCOaEOG7J7BX1	Duplicated	58878_	323.8	156
BUSCOaEOG72S0CR	Fragmented	110757_	142.2	203
BUSCOaEOG7T23RD	Complete	88153_	802.4	486
BUSCOaEOG7DP18M	Duplicated	109936_	541.5	406
BUSCOaEOG7TXXWZ	Complete	16950_	606.8	378
BUSCOaEOG7M6RN0	Fragmented	26865_	439.6	396
BUSCOaEOG7C5ZPF	Duplicated	88734_	803.2	492
BUSCOaEOG703GZ4	Duplicated	4270_	247.0	175
BUSCOaEOG70D3PG	Duplicated	71097_	242.5	196
BUSCOaEOG7SZ7HN	Duplicated	80015_	500.9	412
BUSCOaEOG76XJD4	Complete	84720_	854.5	626
BUSCOaEOG7JB753	Duplicated	49747_	147.7	156
BUSCOaEOG7FRKWK	Duplicated	94067_	528.9	350
BUSCOaEOG7KT8PK	Fragmented	46145_	529.3	352
BUSCOaEOG76TP56	Complete	94750_	1017.1	737
BUSCOaEOG7ZSW8F	Duplicated	36328_	145.0	157
BUSCOaEOG725RZF	Fragmented	103776_	189.3	138
BUSCOaEOG7V4PFD	Duplicated	85132_	108.6	120
BUSCOaEOG7R8FFX	Complete	57698_	562.6	339
BUSCOaEOG7XX23R	Complete	52151_	228.9	413
BUSCOaEOG7VBDVR	Fragmented	44502_	200.7	145
BUSCOaEOG73VK0B	Duplicated	106166_	653.5	311
BUSCOaEOG7C0772	Duplicated	38598_	602.8	331
BUSCOaEOG7DG8TW	Duplicated	67744_	196.8	173
BUSCOaEOG7S58M3	Fragmented	6215_	122.0	53
BUSCOaEOG793PNF	Fragmented	49541_	317.9	424
BUSCOaEOG7R8FFG	Complete	82837_	867.0	653
BUSCOaEOG76XJDT	Duplicated	94115_	247.9	317
BUSCOaEOG7CW2BN	Duplicated	47063_	685.5	485
BUSCOaEOG78MBJ3	Complete	93791_	127.3	126
BUSCOaEOG7MM7M3	Complete	72822_	741.9	670
BUSCOaEOG7BSGQG	Complete	54054_	909.6	497
BUSCOaEOG7ZSW6Z	Duplicated	93047_	862.5	618
BUSCOaEOG7N9B9S	Complete	80937_	79.0	243
BUSCOaEOG7V1T4D	Fragmented	61742_	713.7	340
BUSCOaEOG7DK51B	Complete	68846_	481.1	433
BUSCOaEOG7TXXXX	Fragmented	11136_	255.1	171
BUSCOaEOG7ZWRJ0	Complete	36890_	227.4	126
BUSCOaEOG7FJVDM	Fragmented	44830_	235.3	278
BUSCOaEOG7S2DF0	Complete	68215_	73.8	63
BUSCOaEOG7WB499	Duplicated	51622_	295.1	148
BUSCOaEOG77QHBH	Duplicated	36610_	254.6	284
BUSCOaEOG7Z3SJW	Duplicated	64917_	618.9	372
BUSCOaEOG77TCKC	Duplicated	18047_	419.0	253
BUSCOaEOG7TFKQ2	Complete	103618_	1649.1	1080
BUSCOaEOG7ZSW6V	Complete	71113_	1015.1	636
BUSCOaEOG7JHZKF	Complete	98171_	1138.4	664
BUSCOaEOG7201H7	Complete	87360_	185.2	185
BUSCOaEOG77B1BS	Fragmented	48240_	288.7	363
BUSCOaEOG7ZQ0ZR	Fragmented	101001_	870.3	806
BUSCOaEOG7FRKXM	Duplicated	112625_	181.2	356
BUSCOaEOG7M6RPH	Duplicated	66021_	231.1	164
BUSCOaEOG74Z4N2	Duplicated	51218_	230.4	298
BUSCOaEOG79H5MN	Complete	91942_	641.9	498
BUSCOaEOG7M9MXR	Complete	63649_	333.8	181
BUSCOaEOG7G52V8	Duplicated	70945_	1070.3	675
BUSCOaEOG7KX4XB	Fragmented	2212_	670.4	483
BUSCOaEOG735G9N	Duplicated	75646_	1435.6	838
BUSCOaEOG7XDPW2	Fragmented	24056_	758.9	412
BUSCOaEOG7P65F5	Fragmented	92542_	534.5	365
BUSCOaEOG7MDH4J	Fragmented	3070_	439.2	335
BUSCOaEOG75TZSZ	Duplicated	100997_	440.7	214
BUSCOaEOG735G9N	Duplicated	94013_	876.2	1171
BUSCOaEOG70SKMZ	Complete	58143_	203.3	216
BUSCOaEOG77HRTH	Complete	99974_	1878.8	1141
BUSCOaEOG7ZQ0ZZ	Duplicated	95535_	700.2	745
BUSCOaEOG7TFKPZ	Duplicated	36525_	1213.6	661
BUSCOaEOG7B3D2H	Complete	73697_	100.6	112
BUSCOaEOG7M6RN0	Fragmented	32558_	551.4	495
BUSCOaEOG7K462H	Complete	58640_	247.7	169
BUSCOaEOG7RK25F	Complete	31026_	1040.7	619
BUSCOaEOG7Q8R2S	Fragmented	27597_	455.1	200
BUSCOaEOG7RC9QT	Duplicated	59513_	171.4	146
BUSCOaEOG7HR0Q4	Fragmented	27419_	195.6	196
BUSCOaEOG77DWMJ	Duplicated	69357_	602.1	411
BUSCOaEOG7VBDX3	Fragmented	69396_	276.9	269
BUSCOaEOG7JMTT8	Duplicated	63101_	988.1	1250
BUSCOaEOG7DCDJZ	Complete	104830_	590.7	326
BUSCOaEOG72S0BT	Duplicated	91292_	1542.8	1267
BUSCOaEOG7GJJVK	Complete	72282_	138.2	200
BUSCOaEOG7J7BX3	Fragmented	107464_	191.2	135
BUSCOaEOG7ND6HT	Duplicated	97776_	441.4	408
BUSCOaEOG7FG06N	Duplicated	77750_	359.4	242
BUSCOaEOG7RZJ5H	Fragmented	75641_	247.1	201
BUSCOaEOG7K9XHD	Duplicated	63006_	225.3	138
BUSCOaEOG72K7Z1	Complete	44179_	181.3	154
BUSCOaEOG72GCN0	Fragmented	63335_	435.7	417
BUSCOaEOG7GV5JV	Fragmented	84454_	259.7	165
BUSCOaEOG7F2H81	Complete	103408_	273.4	224
BUSCOaEOG7KDSS2	Duplicated	75343_	346.4	217
BUSCOaEOG7TFKRR	Duplicated	82719_	176.0	141
BUSCOaEOG7SZ7H4	Complete	46787_	537.9	862
BUSCOaEOG7WF0H6	Duplicated	90_	554.7	297
BUSCOaEOG7KX4XH	Fragmented	35117_	332.7	226
BUSCOaEOG7G7Z3S	Complete	88874_	374.9	346
BUSCOaEOG72K7W6	Duplicated	66714_	735.5	584
BUSCOaEOG76QT04	Complete	60663_	195.3	116
BUSCOaEOG77X7T5	Complete	85113_	404.5	290
BUSCOaEOG7W1HJ2	Duplicated	55212_	824.3	448
BUSCOaEOG7GFPKR	Duplicated	65274_	556.2	260
BUSCOaEOG7C33DZ	Fragmented	33247_	521.0	384
BUSCOaEOG7Z6NS7	Duplicated	56066_	647.9	436
BUSCOaEOG7GR9B5	Duplicated	67892_	250.3	172
BUSCOaEOG7HXR5C	Fragmented	67839_	472.5	252
BUSCOaEOG7XDPVX	Complete	36688_	847.2	470
BUSCOaEOG7Z0X97	Duplicated	70036_	418.5	543
BUSCOaEOG7KDSRF	Duplicated	77482_	571.8	340
BUSCOaEOG7KDSR6	Complete	12036_	478.8	594
BUSCOaEOG7X16XF	Duplicated	31080_	277.7	458
BUSCOaEOG74NHX6	Duplicated	73896_	525.3	383
BUSCOaEOG732M37	Duplicated	36537_	539.9	401
BUSCOaEOG7520X0	Complete	81792_	264.7	168
BUSCOaEOG7QCMB9	Duplicated	51941_	365.0	238
BUSCOaEOG7BWC00	Complete	80059_	159.1	376
BUSCOaEOG738BJT	Fragmented	48317_	254.9	118
BUSCOaEOG7K19SH	Fragmented	104783_	133.8	301
BUSCOaEOG7BSGSM	Duplicated	49662_	142.7	127
BUSCOaEOG7CGKG3	Complete	9718_	131.0	93
BUSCOaEOG7TNB5T	Fragmented	85964_	564.1	334
BUSCOaEOG754W4M	Complete	84804_	291.7	361
BUSCOaEOG7N6G1S	Complete	35871_	1012.7	589
BUSCOaEOG7C33GD	Duplicated	75101_	237.2	377
BUSCOaEOG7R8FG0	Fragmented	10303_	278.8	144
BUSCOaEOG7KT8R4	Duplicated	36397_	238.6	234
BUSCOaEOG7VBDVW	Duplicated	87604_	483.8	279
BUSCOaEOG7T23RC	Duplicated	19941_	933.5	630
BUSCOaEOG72CHF0	Complete	50872_	501.5	369
BUSCOaEOG703GX6	Fragmented	114906_	417.6	291
BUSCOaEOG7X6ZD8	Complete	50012_	609.8	413
BUSCOaEOG771DMV	Duplicated	79101_	884.4	850
BUSCOaEOG7HBHR1	Duplicated	93955_	410.9	398
BUSCOaEOG7GZ1S7	Duplicated	52871_	465.4	370
BUSCOaEOG78MBFT	Duplicated	87383_	632.7	570
BUSCOaEOG7D8JBG	Duplicated	73560_	342.6	290
BUSCOaEOG7S2DD2	Complete	106209_	250.5	309
BUSCOaEOG7Q04CG	Duplicated	66170_	397.3	270
BUSCOaEOG7BWC1G	Duplicated	86306_	170.6	116
BUSCOaEOG75R3KC	Complete	60774_	250.3	170
BUSCOaEOG7DRWH8	Complete	59675_	906.1	504
BUSCOaEOG7QCMB3	Duplicated	90591_	364.4	312
BUSCOaEOG7N0QK9	Fragmented	102666_	456.4	291
BUSCOaEOG7CS64N	Complete	47217_	579.7	293
BUSCOaEOG7XDPW8	Complete	50675_	415.0	414
