Query Name	Accession	Subject Name	Taxonomy	Hsp Expect
TRINITY_DN90966_c1_g1_i1	gi|414151636|gb|AFW98991.1|	prophenoloxidase activating enzyme	Litopenaeus vannamei	6.13965e-91
TRINITY_DN90966_c1_g1_i2	gi|307212162|gb|EFN88016.1|	Proclotting enzyme	Harpegnathos saltator	5.49935e-91
TRINITY_DN90966_c1_g1_i3	gi|414151636|gb|AFW98991.1|	prophenoloxidase activating enzyme	Litopenaeus vannamei	9.67164e-92
TRINITY_DN90966_c1_g1_i4	gi|307212162|gb|EFN88016.1|	Proclotting enzyme	Harpegnathos saltator	3.10587e-90
TRINITY_DN90966_c3_g1_i1	gi|568259598|gb|ETN67483.1|	CLIP-domain serine protease subfamily D	Anopheles darlingi	3.16669e-19
TRINITY_DN90923_c2_g1_i1	gi|677283338|gb|AIM45534.1|	peritrophin-44-like protein	Eriocheir sinensis	1.97207e-19
TRINITY_DN90923_c2_g1_i2	gi|677283338|gb|AIM45534.1|	peritrophin-44-like protein	Eriocheir sinensis	9.09364e-19
TRINITY_DN90923_c2_g2_i1	gi|677283338|gb|AIM45534.1|	peritrophin-44-like protein	Eriocheir sinensis	6.00118e-19
TRINITY_DN90936_c3_g1_i1	gi|125776824|ref|XP_001359406.1|	GA10797	Drosophila pseudoobscura pseudoobscura	7.80957e-08
-	gi|54639150|gb|EAL28552.1|	uncharacterized protein Dpse_GA10797	Drosophila pseudoobscura pseudoobscura	-
-	gi|607359674|gb|EZA54027.1|	Vacuolar protein sorting-associated protein 37B	Cerapachys biroi	-
TRINITY_DN90906_c4_g1_i1	gi|15425681|dbj|BAB64297.1|	I-connectin	Procambarus clarkii	3.86588e-124
TRINITY_DN90906_c4_g4_i1	gi|15425681|dbj|BAB64297.1|	I-connectin	Procambarus clarkii	2.44071e-17
TRINITY_DN90906_c4_g8_i1	gi|15425681|dbj|BAB64297.1|	I-connectin	Procambarus clarkii	2.95402e-09
TRINITY_DN90906_c4_g8_i3	gi|15425681|dbj|BAB64297.1|	I-connectin	Procambarus clarkii	0.0
TRINITY_DN90906_c4_g8_i4	gi|15425681|dbj|BAB64297.1|	I-connectin	Procambarus clarkii	0.0
TRINITY_DN90906_c4_g8_i7	gi|15425681|dbj|BAB64297.1|	I-connectin	Procambarus clarkii	0.0
TRINITY_DN90985_c4_g2_i1	gi|646718816|gb|KDR21150.1|	Mannose-1-phosphate guanyltransferase alpha-A	Zootermopsis nevadensis	0.0
TRINITY_DN90985_c4_g2_i2	gi|646718816|gb|KDR21150.1|	Mannose-1-phosphate guanyltransferase alpha-A	Zootermopsis nevadensis	0.0
TRINITY_DN90985_c4_g2_i3	gi|646718816|gb|KDR21150.1|	Mannose-1-phosphate guanyltransferase alpha-A	Zootermopsis nevadensis	0.0
TRINITY_DN90946_c0_g1_i1	gi|923121053|ref|XP_013753998.1|	DEAD-box ATP-dependent RNA helicase 56	Thecamonas trahens ATCC 50062	1.04922e-84
-	gi|906560939|gb|KNC54182.1|	DEAD-box ATP-dependent RNA helicase 56	Thecamonas trahens ATCC 50062	-
TRINITY_DN90946_c0_g1_i2	gi|891585429|ref|XP_013022665.1|	ATP-dependent RNA helicase Uap56	Schizosaccharomyces cryophilus OY26	9.67447e-135
-	gi|528318212|gb|EPY52787.1|	ATP-dependent RNA helicase Uap56	Schizosaccharomyces cryophilus OY26	-
TRINITY_DN90910_c3_g2_i2	gi|310743896|dbj|BAJ23879.1|	glycogen phosphorylase	Marsupenaeus japonicus	0.0
TRINITY_DN90910_c3_g2_i3	gi|310743896|dbj|BAJ23879.1|	glycogen phosphorylase	Marsupenaeus japonicus	4.42354e-20
TRINITY_DN90910_c3_g2_i5	gi|310743896|dbj|BAJ23879.1|	glycogen phosphorylase	Marsupenaeus japonicus	0.0
TRINITY_DN90910_c3_g2_i6	gi|310743896|dbj|BAJ23879.1|	glycogen phosphorylase	Marsupenaeus japonicus	0.0
TRINITY_DN90910_c3_g2_i7	gi|310743896|dbj|BAJ23879.1|	glycogen phosphorylase	Marsupenaeus japonicus	1.02167e-170
TRINITY_DN90910_c3_g2_i8	gi|310743896|dbj|BAJ23879.1|	glycogen phosphorylase	Marsupenaeus japonicus	0.0
TRINITY_DN90900_c0_g2_i1	gi|646695062|gb|KDR08236.1|	F-box only protein 9	Zootermopsis nevadensis	1.68924e-104
TRINITY_DN90931_c2_g1_i2	gi|946582716|gb|EDW77105.2|	uncharacterized protein Dwil_GK22105	Drosophila willistoni	2.59198e-52
TRINITY_DN90973_c1_g1_i2	gi|225711690|gb|ACO11691.1|	ORF91	Caligus rogercresseyi	1.36536e-34
TRINITY_DN90973_c1_g2_i2	gi|669215019|emb|CDW61002.1|	Cell wall-associated hydrolase	Trichuris trichiura	2.44901e-32
TRINITY_DN90973_c1_g2_i3	gi|669215019|emb|CDW61002.1|	Cell wall-associated hydrolase	Trichuris trichiura	1.84643e-85
TRINITY_DN90973_c1_g2_i5	gi|669215019|emb|CDW61002.1|	Cell wall-associated hydrolase	Trichuris trichiura	1.13566e-67
TRINITY_DN90973_c1_g2_i6	gi|669215019|emb|CDW61002.1|	Cell wall-associated hydrolase	Trichuris trichiura	3.59852e-88
TRINITY_DN90973_c1_g4_i1	gi|225711690|gb|ACO11691.1|	ORF91	Caligus rogercresseyi	1.21826e-33
TRINITY_DN90904_c5_g1_i1	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	1.21858e-51
TRINITY_DN90904_c5_g1_i2	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	1.03882e-51
TRINITY_DN90904_c5_g1_i3	gi|642043626|emb|CDQ93256.1|	unnamed protein product	Oncorhynchus mykiss	3.3223e-12
TRINITY_DN90904_c5_g1_i4	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	2.50375e-52
TRINITY_DN90904_c5_g1_i5	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	2.06022e-52
TRINITY_DN90904_c5_g1_i6	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	8.68375e-53
TRINITY_DN90904_c5_g1_i8	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	6.83455e-53
TRINITY_DN90904_c5_g1_i9	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	2.54705e-53
TRINITY_DN90904_c5_g1_i10	gi|358442122|gb|AEU11366.1|	Broad-complex protein isoform 4	Penaeus monodon	3.2928e-53
TRINITY_DN90904_c6_g1_i1	gi|760485122|gb|AJP31314.1|	broad-complex-like protein	Macrobrachium nipponense	2.92814e-06
TRINITY_DN90992_c2_g1_i1	gi|642071767|emb|CDQ88438.1|	unnamed protein product	Oncorhynchus mykiss	2.32095e-28
TRINITY_DN90992_c2_g2_i1	gi|642071767|emb|CDQ88438.1|	unnamed protein product	Oncorhynchus mykiss	3.10388e-29
TRINITY_DN90992_c6_g1_i1	gi|47220827|emb|CAG00034.1|	unnamed protein product, partial	Tetraodon nigroviridis	5.61453e-13
-	gi|307169152|gb|EFN61968.1|	F-box only protein 6	Camponotus floridanus	-
TRINITY_DN90983_c2_g1_i1	gi|945203811|gb|KQS62874.1|	uncharacterized protein Dere_GG22641, isoform C	Drosophila erecta	8.30225e-15
TRINITY_DN90983_c3_g2_i1	gi|646701251|gb|KDR11056.1|	Cullin-2	Zootermopsis nevadensis	0.0
TRINITY_DN90983_c3_g2_i2	gi|646701251|gb|KDR11056.1|	Cullin-2	Zootermopsis nevadensis	0.0
TRINITY_DN90983_c3_g2_i3	gi|646701251|gb|KDR11056.1|	Cullin-2	Zootermopsis nevadensis	1.76688e-49
TRINITY_DN90983_c3_g2_i4	gi|646701251|gb|KDR11056.1|	Cullin-2	Zootermopsis nevadensis	0.0
TRINITY_DN90983_c3_g2_i5	gi|646701251|gb|KDR11056.1|	Cullin-2	Zootermopsis nevadensis	0.0
TRINITY_DN90987_c0_g1_i1	gi|552968764|gb|AGY49577.1|	pelle-like kinase	Scylla paramamosain	1.30723e-43
TRINITY_DN90926_c0_g1_i1	gi|384255136|gb|AFH75400.1|	elongation factor 2	Eriocheir sinensis	0.0
TRINITY_DN90920_c1_g1_i1	gi|675375065|gb|KFM67967.1|	Sn1-specific diacylglycerol lipase alpha, partial	Stegodyphus mimosarum	4.11143e-24
TRINITY_DN90915_c1_g1_i1	gi|256002943|gb|ACU52718.1|	ribosomal protein L10a	Fenneropenaeus merguiensis	1.57437e-110
TRINITY_DN90915_c1_g1_i2	gi|256002943|gb|ACU52718.1|	ribosomal protein L10a	Fenneropenaeus merguiensis	1.05716e-39
TRINITY_DN90925_c0_g1_i2	gi|646722309|gb|KDR23322.1|	Inosine-5'-monophosphate dehydrogenase 1	Zootermopsis nevadensis	0.0
TRINITY_DN90995_c0_g1_i1	gi|227122182|gb|ACP19562.1|	clip domain serine proteinase 1	Penaeus monodon	2.82021e-92
TRINITY_DN90995_c0_g1_i2	gi|227122182|gb|ACP19562.1|	clip domain serine proteinase 1	Penaeus monodon	5.94961e-62
TRINITY_DN90995_c0_g1_i4	gi|414151630|gb|AFW98988.1|	serine protease 1	Fenneropenaeus chinensis	9.42431e-26
TRINITY_DN90975_c0_g2_i1	gi|930670589|gb|KPJ11405.1|	Nuclear migration protein nudC, partial	Papilio machaon	2.11368e-16
TRINITY_DN90908_c1_g1_i1	gi|675382649|gb|KFM75546.1|	Abhydrolase domain-containing protein 13, partial	Stegodyphus mimosarum	6.71636e-94
TRINITY_DN90977_c4_g1_i1	gi|326578753|gb|ADZ95929.1|	reverse transcriptase, partial	Mythimna sp. GAS-2011	1.23796e-06
TRINITY_DN90977_c4_g3_i1	gi|326578753|gb|ADZ95929.1|	reverse transcriptase, partial	Mythimna sp. GAS-2011	4.81454e-07
TRINITY_DN90977_c4_g4_i1	gi|326578753|gb|ADZ95929.1|	reverse transcriptase, partial	Mythimna sp. GAS-2011	4.74379e-07
TRINITY_DN90977_c4_g5_i1	gi|326578753|gb|ADZ95929.1|	reverse transcriptase, partial	Mythimna sp. GAS-2011	4.47499e-07
TRINITY_DN90998_c0_g1_i1	gi|225706410|gb|ACO09051.1|	Epididymal secretory protein E1 precursor	Osmerus mordax	9.6101e-11
-	gi|225706824|gb|ACO09258.1|	Epididymal secretory protein E1 precursor	Osmerus mordax	-
TRINITY_DN90998_c0_g1_i2	gi|225706864|gb|ACO09278.1|	Epididymal secretory protein E1 precursor	Osmerus mordax	8.88218e-11
TRINITY_DN90998_c0_g1_i3	gi|225706864|gb|ACO09278.1|	Epididymal secretory protein E1 precursor	Osmerus mordax	8.85747e-11
TRINITY_DN90998_c0_g1_i4	gi|225706864|gb|ACO09278.1|	Epididymal secretory protein E1 precursor	Osmerus mordax	8.48677e-11
TRINITY_DN90949_c0_g1_i1	gi|549137491|dbj|BAO01096.1|	neuropeptide GPCR A46	Nilaparvata lugens	1.25373e-138
TRINITY_DN90949_c0_g1_i3	gi|549137491|dbj|BAO01096.1|	neuropeptide GPCR A46	Nilaparvata lugens	6.02437e-140
TRINITY_DN90949_c0_g1_i4	gi|549137491|dbj|BAO01096.1|	neuropeptide GPCR A46	Nilaparvata lugens	0.0
TRINITY_DN90964_c0_g1_i1	gi|406870758|gb|AFS65301.1|	replication-associated protein	Dragonfly orbiculatusvirus	3.67384e-73
TRINITY_DN90964_c0_g1_i2	gi|406870758|gb|AFS65301.1|	replication-associated protein	Dragonfly orbiculatusvirus	1.67402e-74
TRINITY_DN90964_c0_g1_i3	gi|406870758|gb|AFS65301.1|	replication-associated protein	Dragonfly orbiculatusvirus	4.8481e-52
TRINITY_DN90964_c0_g1_i4	gi|406870758|gb|AFS65301.1|	replication-associated protein	Dragonfly orbiculatusvirus	2.35265e-52
TRINITY_DN90964_c0_g1_i5	gi|406870758|gb|AFS65301.1|	replication-associated protein	Dragonfly orbiculatusvirus	3.98649e-74
TRINITY_DN28175_c0_g1_i1	gi|646707075|gb|KDR13995.1|	Protein bric-a-brac 1	Zootermopsis nevadensis	1.01814e-23
TRINITY_DN76337_c0_g1_i1	gi|18605943|gb|AAH22960.1|	BC022960 protein, partial	Mus musculus	1.72371e-07
TRINITY_DN76375_c0_g2_i1	gi|675388293|gb|KFM81190.1|	DNA polymerase zeta catalytic subunit, partial	Stegodyphus mimosarum	4.98661e-32
TRINITY_DN76358_c0_g2_i1	gi|398009763|ref|XP_003858080.1|	surface antigen-like protein, partial	Leishmania donovani	1.71889e-06
-	gi|322496285|emb|CBZ31356.1|	surface antigen-like protein, partial	Leishmania donovani	-
TRINITY_DN76399_c0_g1_i1	gi|195433048|ref|XP_002064527.1|	GK23896	Drosophila willistoni	6.65165e-69
-	gi|946581913|gb|KRF98263.1|	uncharacterized protein Dwil_GK23897, isoform B	Drosophila willistoni	-
TRINITY_DN76399_c0_g1_i2	gi|195433048|ref|XP_002064527.1|	GK23896	Drosophila willistoni	2.61646e-48
-	gi|946581913|gb|KRF98263.1|	uncharacterized protein Dwil_GK23897, isoform B	Drosophila willistoni	-
TRINITY_DN76354_c0_g1_i1	gi|861624259|gb|KMQ88213.1|	uracil phosphoribosyltransferase-like protein	Lasius niger	3.3559e-69
TRINITY_DN76320_c1_g1_i1	gi|677071113|gb|KFP26741.1|	Retinal-specific ATP-binding cassette transporter, partial	Colius striatus	6.04213e-15
TRINITY_DN76383_c1_g1_i1	gi|313238138|emb|CBY13235.1|	unnamed protein product	Oikopleura dioica	2.08357e-29
TRINITY_DN76346_c0_g1_i1	gi|157133855|ref|XP_001663042.1|	AAEL012910-PA	Aedes aegypti	2.28214e-37
-	gi|108870666|gb|EAT34891.1|	AAEL012910-PA	Aedes aegypti	-
TRINITY_DN76346_c1_g1_i1	gi|914577078|gb|KOB78851.1|	Uncharacterized protein OBRU01_01363	Operophtera brumata	2.12923e-16
TRINITY_DN76307_c1_g1_i1	gi|914574929|gb|KOB77133.1|	Laccase 1	Operophtera brumata	5.54363e-14
TRINITY_DN76307_c1_g2_i1	gi|195438331|ref|XP_002067090.1|	GK24202	Drosophila willistoni	6.69513e-28
-	gi|194163175|gb|EDW78076.1|	uncharacterized protein Dwil_GK24202	Drosophila willistoni	-
TRINITY_DN76307_c1_g4_i1	gi|914574929|gb|KOB77133.1|	Laccase 1	Operophtera brumata	8.5705e-49
TRINITY_DN76307_c2_g1_i1	gi|170053960|ref|XP_001862911.1|	multicopper oxidase	Culex quinquefasciatus	1.67965e-38
-	gi|167874381|gb|EDS37764.1|	multicopper oxidase	Culex quinquefasciatus	-
TRINITY_DN70436_c0_g1_i1	gi|767170206|dbj|BAQ58829.1|	slit protein	Daphnia magna	1.83201e-18
TRINITY_DN70436_c0_g2_i1	gi|767170206|dbj|BAQ58829.1|	slit protein	Daphnia magna	1.77599e-18
TRINITY_DN70481_c0_g1_i1	gi|677569971|gb|AIM47237.1|	broad-complex, partial	Diploptera punctata	4.12221e-45
TRINITY_DN14298_c0_g1_i1	gi|401624115|gb|EJS42185.1|	pkh1p	Saccharomyces arboricola H-6	1.18836e-06
TRINITY_DN48584_c0_g1_i1	gi|646692582|gb|KDR07464.1|	Voltage-dependent calcium channel gamma-1 subunit	Zootermopsis nevadensis	2.4241e-52
TRINITY_DN48584_c0_g2_i1	gi|646692582|gb|KDR07464.1|	Voltage-dependent calcium channel gamma-1 subunit	Zootermopsis nevadensis	2.4241e-52
TRINITY_DN62573_c0_g1_i1	gi|170068385|ref|XP_001868846.1|	mRNA capping enzyme	Culex quinquefasciatus	3.9273e-61
-	gi|167864414|gb|EDS27797.1|	mRNA capping enzyme	Culex quinquefasciatus	-
TRINITY_DN62545_c0_g1_i1	gi|307196678|gb|EFN78137.1|	Probable G-protein coupled receptor B0563.6	Harpegnathos saltator	1.76965e-21
TRINITY_DN9637_c0_g1_i1	gi|227343493|gb|ACP27599.1|	glutathione S-transferase	Chironomus tentans	5.18605e-07
TRINITY_DN84230_c0_g1_i1	gi|414151626|gb|AFW98986.1|	prophenoloxidase activating factor	Fenneropenaeus chinensis	1.86733e-138
TRINITY_DN84230_c0_g2_i1	gi|414151626|gb|AFW98986.1|	prophenoloxidase activating factor	Fenneropenaeus chinensis	7.2833e-62
TRINITY_DN84211_c0_g1_i1	gi|328898966|gb|AEB54626.1|	ctf8	Procambarus clarkii	3.22123e-31
TRINITY_DN84211_c0_g1_i2	gi|328898966|gb|AEB54626.1|	ctf8	Procambarus clarkii	1.37801e-32
TRINITY_DN84211_c0_g1_i3	gi|328898966|gb|AEB54626.1|	ctf8	Procambarus clarkii	4.18255e-32
TRINITY_DN84234_c2_g1_i1	gi|194748371|ref|XP_001956619.1|	GF25304	Drosophila ananassae	5.63114e-06
-	gi|190623901|gb|EDV39425.1|	uncharacterized protein Dana_GF25304	Drosophila ananassae	-
TRINITY_DN84290_c0_g1_i1	gi|646700583|gb|KDR10693.1|	Propionyl-CoA carboxylase alpha chain, mitochondrial	Zootermopsis nevadensis	0.0
TRINITY_DN84290_c0_g2_i1	gi|646700583|gb|KDR10693.1|	Propionyl-CoA carboxylase alpha chain, mitochondrial	Zootermopsis nevadensis	0.0
TRINITY_DN84283_c0_g1_i1	gi|50417237|gb|AAH77147.1|	Rrp12 protein	Danio rerio	1.16518e-63
TRINITY_DN84286_c0_g2_i1	gi|939220632|gb|EDV37748.2|	LOW QUALITY PROTEIN: uncharacterized protein Dana_GF13608	Drosophila ananassae	8.79727e-152
TRINITY_DN84249_c2_g1_i1	gi|225709202|gb|ACO10447.1|	Heat shock protein 67B2	Caligus rogercresseyi	4.46167e-24
TRINITY_DN84245_c1_g1_i1	gi|187039426|emb|CAP21535.1|	Protein CBG25090, partial	Caenorhabditis briggsae	4.65842e-08
TRINITY_DN84207_c0_g1_i1	gi|157142151|ref|XP_001647836.1|	AAEL014226-PA	Aedes aegypti	2.73673e-34
-	gi|108868274|gb|EAT32504.1|	AAEL014226-PA	Aedes aegypti	-
TRINITY_DN84207_c0_g1_i2	gi|157142151|ref|XP_001647836.1|	AAEL014226-PA	Aedes aegypti	1.28579e-35
-	gi|108868274|gb|EAT32504.1|	AAEL014226-PA	Aedes aegypti	-
TRINITY_DN84263_c1_g2_i1	gi|914558652|gb|KOB66746.1|	Uncharacterized protein OBRU01_21069	Operophtera brumata	4.84233e-27
